12|18
47|12
47|24
27|19
27|96
27|85
76|41
76|47
76|57
76|39
82|18
82|17
82|81
82|25
82|65
58|66
58|34
58|76
58|67
58|68
58|88
34|76
34|66
34|37
34|65
34|68
34|57
34|64
41|51
41|85
41|84
41|91
41|48
41|55
41|24
41|12
39|67
39|84
39|35
39|34
39|79
39|56
39|68
39|65
39|82
48|58
48|51
48|55
48|34
48|53
48|26
48|24
48|47
48|65
48|35
71|73
71|15
71|57
71|19
71|39
71|48
71|58
71|24
71|85
71|98
71|99
23|27
23|81
23|66
23|93
23|85
23|91
23|25
23|68
23|96
23|89
23|37
23|28
99|24
99|53
99|68
99|35
99|58
99|65
99|34
99|56
99|45
99|97
99|39
99|12
99|23
85|45
85|79
85|19
85|58
85|65
85|34
85|35
85|84
85|48
85|67
85|51
85|99
85|88
85|97
35|84
35|93
35|88
35|97
35|42
35|89
35|67
35|53
35|58
35|24
35|26
35|29
35|56
35|23
35|81
42|85
42|48
42|18
42|91
42|44
42|41
42|28
42|71
42|29
42|57
42|51
42|81
42|27
42|66
42|15
42|96
81|48
81|18
81|41
81|44
81|57
81|76
81|96
81|29
81|71
81|25
81|64
81|66
81|93
81|19
81|17
81|28
81|55
79|84
79|89
79|45
79|68
79|88
79|23
79|76
79|56
79|81
79|58
79|97
79|65
79|42
79|17
79|26
79|12
79|82
79|29
88|23
88|44
88|29
88|27
88|68
88|66
88|42
88|67
88|25
88|56
88|15
88|34
88|82
88|18
88|65
88|17
88|89
88|93
88|71
96|19
96|99
96|44
96|51
96|47
96|15
96|97
96|71
96|24
96|39
96|85
96|55
96|26
96|57
96|53
96|91
96|28
96|73
96|35
96|41
67|66
67|29
67|15
67|81
67|68
67|93
67|41
67|25
67|17
67|91
67|28
67|71
67|56
67|44
67|23
67|42
67|18
67|96
67|57
67|37
67|64
91|24
91|35
91|28
91|55
91|98
91|97
91|58
91|82
91|85
91|53
91|84
91|88
91|73
91|45
91|79
91|39
91|47
91|19
91|26
91|51
91|99
91|48
17|44
17|25
17|19
17|71
17|99
17|66
17|73
17|96
17|15
17|85
17|27
17|55
17|39
17|24
17|37
17|57
17|28
17|41
17|51
17|47
17|35
17|98
17|48
57|47
57|19
57|24
57|51
57|99
57|58
57|48
57|84
57|39
57|73
57|28
57|88
57|26
57|45
57|12
57|79
57|55
57|91
57|98
57|35
57|85
57|53
57|41
57|97
24|29
24|12
24|67
24|65
24|84
24|97
24|79
24|23
24|68
24|53
24|58
24|42
24|76
24|34
24|56
24|88
24|45
24|89
24|26
24|18
24|81
24|82
24|64
24|93
65|15
65|29
65|44
65|76
65|66
65|56
65|25
65|23
65|67
65|81
65|71
65|93
65|91
65|57
65|64
65|27
65|41
65|68
65|37
65|18
65|17
65|96
65|89
65|42
37|27
37|44
37|25
37|98
37|79
37|51
37|35
37|73
37|41
37|28
37|39
37|55
37|19
37|26
37|57
37|96
37|91
37|24
37|47
37|71
37|48
37|99
37|85
37|15
53|37
53|34
53|58
53|82
53|23
53|89
53|65
53|66
53|76
53|29
53|88
53|93
53|42
53|68
53|64
53|81
53|56
53|17
53|12
53|18
53|27
53|84
53|67
53|45
45|88
45|34
45|96
45|82
45|42
45|58
45|56
45|12
45|67
45|68
45|23
45|76
45|84
45|64
45|65
45|66
45|27
45|81
45|29
45|18
45|17
45|93
45|89
45|37
98|67
98|73
98|82
98|45
98|47
98|23
98|26
98|56
98|79
98|39
98|65
98|35
98|97
98|99
98|42
98|88
98|12
98|53
98|24
98|34
98|84
98|19
98|58
98|68
56|76
56|18
56|41
56|37
56|64
56|96
56|42
56|71
56|66
56|93
56|17
56|68
56|85
56|91
56|44
56|27
56|28
56|25
56|23
56|15
56|29
56|57
56|81
56|89
93|85
93|51
93|55
93|29
93|99
93|91
93|17
93|19
93|15
93|37
93|41
93|44
93|66
93|98
93|47
93|57
93|25
93|73
93|48
93|76
93|71
93|28
93|27
93|96
73|39
73|34
73|81
73|82
73|42
73|23
73|56
73|65
73|88
73|84
73|67
73|45
73|89
73|53
73|12
73|58
73|97
73|24
73|79
73|35
73|99
73|26
73|18
73|68
44|35
44|53
44|79
44|47
44|99
44|28
44|26
44|98
44|85
44|57
44|15
44|45
44|24
44|73
44|97
44|48
44|51
44|91
44|71
44|19
44|58
44|41
44|55
44|39
97|34
97|12
97|56
97|18
97|76
97|45
97|81
97|58
97|42
97|17
97|65
97|29
97|89
97|93
97|84
97|37
97|64
97|66
97|82
97|67
97|23
97|53
97|68
97|88
29|99
29|73
29|28
29|71
29|27
29|25
29|98
29|76
29|55
29|15
29|17
29|44
29|37
29|19
29|51
29|47
29|91
29|39
29|96
29|57
29|66
29|85
29|41
29|48
28|45
28|24
28|79
28|82
28|98
28|12
28|55
28|35
28|47
28|73
28|99
28|51
28|84
28|48
28|88
28|19
28|58
28|26
28|85
28|53
28|34
28|65
28|39
28|97
18|76
18|91
18|57
18|29
18|37
18|93
18|98
18|41
18|28
18|51
18|48
18|64
18|71
18|55
18|15
18|66
18|17
18|47
18|25
18|44
18|27
18|96
18|19
18|85
55|68
55|26
55|99
55|23
55|88
55|56
55|35
55|47
55|34
55|97
55|39
55|73
55|67
55|53
55|58
55|84
55|98
55|82
55|24
55|45
55|12
55|65
55|19
55|79
66|19
66|44
66|15
66|71
66|48
66|47
66|27
66|91
66|98
66|85
66|57
66|35
66|28
66|99
66|51
66|79
66|25
66|96
66|41
66|39
66|37
66|24
66|73
66|55
15|53
15|12
15|47
15|26
15|24
15|55
15|98
15|45
15|48
15|57
15|58
15|84
15|79
15|41
15|28
15|99
15|97
15|91
15|51
15|35
15|73
15|39
15|19
15|85
25|19
25|57
25|71
25|51
25|97
25|99
25|35
25|91
25|48
25|41
25|47
25|24
25|55
25|73
25|15
25|85
25|39
25|45
25|44
25|26
25|28
25|53
25|79
25|98
19|42
19|58
19|39
19|99
19|26
19|56
19|88
19|23
19|24
19|34
19|45
19|97
19|53
19|89
19|35
19|12
19|73
19|79
19|67
19|82
19|68
19|65
19|84
19|47
89|37
89|29
89|66
89|98
89|27
89|17
89|18
89|25
89|41
89|81
89|64
89|28
89|85
89|76
89|93
89|48
89|51
89|71
89|15
89|91
89|96
89|55
89|57
89|44
84|18
84|89
84|42
84|71
84|76
84|93
84|64
84|67
84|66
84|88
84|56
84|82
84|68
84|17
84|81
84|37
84|44
84|23
84|65
84|25
84|34
84|96
84|27
84|29
26|29
26|42
26|53
26|58
26|45
26|97
26|64
26|82
26|18
26|76
26|56
26|34
26|68
26|81
26|12
26|93
26|66
26|89
26|65
26|67
26|84
26|23
26|17
26|88
68|57
68|48
68|41
68|89
68|96
68|15
68|29
68|42
68|81
68|28
68|91
68|51
68|93
68|64
68|76
68|17
68|66
68|44
68|25
68|85
68|27
68|37
68|18
68|71
64|44
64|66
64|93
64|71
64|96
64|76
64|29
64|85
64|27
64|57
64|51
64|47
64|37
64|91
64|98
64|55
64|48
64|15
64|17
64|41
64|19
64|25
64|28
64|73
51|45
51|88
51|58
51|82
51|79
51|98
51|19
51|53
51|99
51|84
51|39
51|56
51|35
51|12
51|65
51|47
51|67
51|55
51|23
51|73
51|24
51|97
51|26
51|34
12|27
12|64
12|25
12|84
12|42
12|76
12|65
12|67
12|29
12|66
12|68
12|89
12|82
12|88
12|17
12|56
12|37
12|34
12|23
12|96
12|81
12|44
12|93
47|89
47|81
47|67
47|23
47|82
47|79
47|99
47|56
47|53
47|88
47|84
47|65
47|45
47|42
47|68
47|35
47|26
47|97
47|73
47|58
47|39
47|34
27|39
27|28
27|24
27|71
27|99
27|79
27|47
27|48
27|51
27|98
27|97
27|44
27|15
27|26
27|35
27|25
27|73
27|55
27|91
27|57
27|41
76|73
76|25
76|98
76|51
76|15
76|19
76|28
76|55
76|37
76|71
76|35
76|96
76|27
76|85
76|99
76|48
76|44
76|91
76|17
76|66
82|41
82|71
82|15
82|93
82|66
82|64
82|44
82|37
82|57
82|23
82|96
82|42
82|27
82|29
82|67
82|76
82|56
82|89
82|68
58|17
58|82
58|89
58|84
58|29
58|18
58|27
58|96
58|37
58|23
58|81
58|65
58|64
58|56
58|42
58|25
58|12
58|93
34|29
34|67
34|25
34|71
34|96
34|81
34|18
34|89
34|27
34|56
34|93
34|15
34|82
34|44
34|23
34|42
34|17
41|53
41|28
41|79
41|58
41|19
41|73
41|97
41|39
41|35
41|99
41|34
41|47
41|88
41|98
41|45
41|26
39|64
39|45
39|12
39|93
39|88
39|42
39|97
39|26
39|58
39|18
39|23
39|89
39|24
39|81
39|53
48|97
48|88
48|19
48|82
48|12
48|39
48|56
48|79
48|45
48|67
48|73
48|84
48|98
48|99
71|51
71|12
71|55
71|35
71|79
71|97
71|45
71|41
71|47
71|53
71|26
71|28
71|91
23|64
23|42
23|41
23|17
23|57
23|76
23|44
23|71
23|29
23|48
23|15
23|18
99|42
99|26
99|84
99|18
99|89
99|82
99|64
99|67
99|88
99|81
99|79
85|47
85|73
85|24
85|12
85|26
85|55
85|39
85|98
85|82
85|53
35|64
35|34
35|12
35|68
35|65
35|79
35|18
35|82
35|45
42|93
42|89
42|17
42|55
42|37
42|25
42|64
42|76
81|37
81|15
81|98
81|91
81|27
81|51
81|85
79|67
79|18
79|53
79|34
79|93
79|64
88|64
88|96
88|37
88|81
88|76
96|25
96|98
96|79
96|48
67|76
67|89
67|27
91|12
91|34
17|91

64,17,25,44,28,98,47
45,35,39,47,23,97,68,67,26,73,98
89,64,29,76,17,27,96,71,57,91,85,48,55
67,89,65,84,76,81,17,29,56,53,88,34,23,82,12,64,45,18,42,68,93,58,26
67,56,71,89,76,93,57,91,68,81,41,44,18
99,35,24,26,97,53,45,58,12,84,88,34,82,67,56,68,42,81,18
44,71,15,41,28,51,98,19,73,99,39,35,24
18,64,29,76,85
88,84,45,53,89,65,64,37,56,34,68,76,12
34,82,65,67,56,23,68,89,81,18,64,93,29,76,17,66,37,27,96,25,44,71,15
47,73,24,79,97,53,58,12,88,34,82,67,23,68,89
53,19,51,73,57,98,79,84,99
76,17,66,37,27,96,91,28,98,47,73,99,39
65,81,37,23,96,42,44,84,93
96,25,71,15,41,91,28,85,48,55,19,47,99,24,79,26,97
35,34,24,55,53,67,98,99,58,48,45
