x=662, y=1259..1268
x=494, y=249..251
y=408, x=554..564
y=1036, x=669..679
x=621, y=1109..1111
y=978, x=498..515
x=478, y=1233..1252
x=523, y=808..820
x=687, y=1742..1744
y=273, x=449..451
x=715, y=568..589
y=251, x=521..534
x=535, y=536..547
y=336, x=566..572
x=619, y=94..98
x=671, y=418..446
x=480, y=1581..1593
x=532, y=1265..1267
y=741, x=605..620
x=509, y=1100..1114
x=458, y=1549..1557
y=1615, x=459..461
y=1654, x=669..671
x=697, y=1812..1824
y=157, x=577..595
x=680, y=1006..1009
x=552, y=245..272
y=387, x=597..601
x=475, y=123..127
x=496, y=1352..1356
y=1188, x=597..617
x=706, y=198..200
y=1471, x=532..538
x=662, y=1714..1725
x=537, y=692..694
y=1443, x=494..521
x=593, y=1112..1124
x=564, y=386..408
x=677, y=1602..1611
x=646, y=394..411
x=446, y=1411..1435
y=1472, x=709..711
x=708, y=520..531
x=651, y=1561..1563
x=531, y=200..211
x=532, y=747..759
x=520, y=907..917
x=604, y=1311..1332
x=534, y=896..898
x=503, y=35..45
x=534, y=238..251
y=743, x=697..700
x=598, y=415..430
x=489, y=220..233
x=576, y=1034..1040
x=691, y=470..474
x=713, y=804..811
y=1642, x=572..575
y=58, x=472..474
x=521, y=1416..1443
x=675, y=1557..1567
y=173, x=535..542
x=513, y=687..697
x=593, y=1201..1208
y=1119, x=578..581
x=668, y=7..8
x=578, y=1094..1105
y=795, x=552..556
y=1511, x=581..588
x=475, y=729..735
y=1618, x=549..570
y=559, x=460..464
x=624, y=176..186
y=778, x=521..541
x=486, y=478..489
x=712, y=1723..1737
x=555, y=1032..1042
x=666, y=1226..1242
x=700, y=733..743
x=675, y=1187..1193
x=467, y=552..565
x=517, y=391..392
x=704, y=1333..1350
x=552, y=870..882
y=753, x=540..545
x=471, y=673..676
x=671, y=626..650
x=545, y=78..85
y=1267, x=634..640
x=465, y=407..419
y=146, x=707..729
y=528, x=545..549
x=673, y=351..361
y=1670, x=586..711
x=732, y=1779..1781
x=499, y=1282..1284
x=514, y=201..211
x=520, y=198..208
y=795, x=693..721
x=647, y=1206..1208
y=162, x=464..475
y=527, x=522..542
y=597, x=598..615
x=503, y=1789..1791
x=521, y=181..183
y=1085, x=647..663
x=472, y=1817..1833
x=495, y=1789..1791
x=465, y=633..653
y=785, x=688..710
x=569, y=1200..1218
x=642, y=642..644
x=630, y=613..615
y=1020, x=545..549
x=671, y=1575..1588
y=990, x=677..681
y=1750, x=610..635
x=562, y=742..756
x=709, y=831..836
y=276, x=449..451
y=52, x=651..662
x=714, y=652..654
x=443, y=435..446
x=485, y=56..68
x=688, y=1469..1491
x=637, y=479..480
x=622, y=817..821
x=697, y=1072..1084
x=656, y=1747..1768
x=451, y=1185..1192
y=340, x=466..483
x=515, y=1149..1173
y=469, x=617..634
x=495, y=1018..1019
x=468, y=1197..1223
x=707, y=486..501
x=551, y=807..818
y=45, x=486..503
x=477, y=214..220
x=545, y=1284..1289
y=410, x=679..684
y=442, x=457..459
x=508, y=447..461
x=574, y=933..947
x=480, y=245..254
x=677, y=351..361
y=17, x=518..545
y=1608, x=683..685
x=693, y=999..1003
x=648, y=1305..1319
x=700, y=1775..1777
y=11, x=529..539
x=606, y=769..793
y=1441, x=690..711
y=1591, x=660..677
y=712, x=577..598
y=1741, x=543..561
x=546, y=366..381
x=637, y=866..882
x=639, y=359..376
x=565, y=204..224
x=543, y=1355..1367
x=490, y=1180..1202
x=682, y=1400..1421
x=522, y=1739..1751
x=715, y=690..712
y=1025, x=668..687
y=1549, x=550..553
x=702, y=1427..1436
y=909, x=664..675
x=692, y=755..761
y=423, x=444..448
x=631, y=1449..1462
x=606, y=1197..1211
x=676, y=753..756
x=693, y=606..615
y=1593, x=480..488
x=499, y=1321..1327
y=439, x=497..514
x=712, y=1636..1647
y=1113, x=464..468
x=450, y=1269..1294
x=462, y=132..150
x=477, y=308..321
y=698, x=571..576
x=498, y=1067..1094
y=195, x=478..498
y=515, x=654..673
x=707, y=133..146
x=617, y=1682..1692
y=169, x=504..507
x=692, y=255..273
x=498, y=968..978
x=494, y=1149..1173
x=597, y=1432..1439
x=668, y=674..700
x=585, y=1576..1589
y=1309, x=549..557
y=1103, x=614..636
x=535, y=166..173
x=442, y=130..155
x=517, y=1066..1094
x=595, y=312..337
y=154, x=500..524
y=899, x=594..612
x=683, y=1445..1451
y=845, x=511..533
x=634, y=726..733
y=1692, x=617..627
y=8, x=665..668
x=485, y=558..562
y=451, x=548..558
x=464, y=1113..1120
x=489, y=9..21
y=1346, x=456..469
x=631, y=1024..1042
x=662, y=317..337
x=626, y=366..369
x=623, y=1025..1042
y=1793, x=581..590
x=502, y=1467..1476
y=1028, x=579..588
x=716, y=1254..1267
y=260, x=564..586
y=1746, x=668..671
y=1252, x=456..478
x=561, y=1717..1741
y=821, x=598..622
x=678, y=1821..1825
x=549, y=602..612
y=268, x=638..641
x=494, y=33..42
x=592, y=124..128
x=539, y=9..11
y=741, x=639..657
x=553, y=1050..1062
x=574, y=1132..1141
y=133, x=658..678
y=522, x=530..533
x=615, y=591..597
x=561, y=1192..1203
x=607, y=1156..1169
x=693, y=856..862
x=473, y=593..620
x=685, y=1332..1350
x=532, y=762..775
y=801, x=542..562
x=497, y=309..321
x=510, y=1787..1799
y=142, x=643..646
y=1403, x=444..453
x=503, y=1600..1612
y=1009, x=678..680
x=473, y=175..182
y=183, x=521..526
x=518, y=5..17
x=558, y=104..108
y=1776, x=644..652
x=545, y=1299..1320
x=453, y=990..996
y=64, x=680..682
y=942, x=624..632
x=594, y=891..899
x=723, y=567..589
x=548, y=1282..1296
x=716, y=607..615
x=526, y=1433..1439
y=1798, x=460..463
y=1294, x=438..450
x=458, y=269..280
x=507, y=1475..1481
y=1287, x=489..505
x=637, y=812..830
x=651, y=1624..1627
y=85, x=496..501
x=489, y=1811..1813
y=12, x=505..509
x=637, y=1685..1697
y=1473, x=574..594
y=1719, x=488..490
y=211, x=514..531
y=32, x=709..725
y=277, x=468..493
y=658, x=701..722
x=671, y=300..310
y=1471, x=476..489
x=542, y=723..736
y=517, x=573..576
y=636, x=612..625
y=649, x=510..513
y=1474, x=468..470
x=653, y=1219..1233
x=678, y=300..310
y=1327, x=499..508
x=520, y=348..354
x=651, y=1206..1208
x=549, y=1307..1309
x=671, y=1803..1822
x=688, y=770..785
x=636, y=1605..1609
y=1012, x=483..488
y=1268, x=662..683
x=544, y=771..781
x=490, y=76..88
x=497, y=1749..1763
x=457, y=439..442
y=77, x=699..717
y=1042, x=623..631
y=61, x=465..481
x=711, y=1423..1441
x=691, y=1704..1714
y=653, x=462..465
x=469, y=1046..1068
y=88, x=490..507
x=549, y=1360..1363
y=401, x=579..607
x=580, y=194..205
x=560, y=1048..1059
x=462, y=634..653
x=559, y=1551..1559
x=624, y=865..885
y=1515, x=705..709
x=552, y=39..65
x=704, y=1663..1666
x=693, y=673..700
x=599, y=1557..1567
x=440, y=969..994
y=35, x=635..642
y=98, x=617..619
y=1289, x=529..545
x=547, y=1114..1127
x=521, y=764..778
x=503, y=1742..1766
x=441, y=1186..1192
x=662, y=1158..1181
x=686, y=916..941
y=227, x=508..513
x=445, y=1329..1347
x=566, y=991..999
x=552, y=706..716
y=1173, x=494..515
x=557, y=810..821
y=249, x=492..494
y=1287, x=600..606
x=504, y=1708..1727
x=476, y=964..973
x=542, y=319..323
y=104, x=649..675
x=555, y=1155..1169
y=321, x=477..497
x=497, y=1606..1608
y=1723, x=442..444
x=543, y=623..633
y=1777, x=620..622
x=636, y=1086..1103
y=1395, x=660..677
y=1023, x=539..555
x=470, y=214..220
y=633, x=522..543
x=602, y=504..506
x=449, y=477..489
x=486, y=36..45
x=463, y=1757..1765
y=1649, x=679..696
y=1777, x=697..700
x=569, y=742..756
y=1124, x=571..593
y=189, x=636..660
x=485, y=1264..1267
x=545, y=1831..1840
x=618, y=308..331
y=151, x=516..518
x=665, y=6..8
y=733, x=625..634
x=456, y=1232..1252
x=685, y=1599..1608
x=509, y=100..111
y=548, x=621..630
x=670, y=183..186
x=488, y=1010..1012
x=639, y=309..331
x=614, y=1087..1103
x=540, y=1183..1187
y=964, x=555..574
x=534, y=1105..1111
y=1608, x=494..497
x=588, y=1160..1164
x=667, y=1715..1725
x=614, y=1636..1640
x=711, y=485..501
x=699, y=51..77
y=337, x=651..662
y=568, x=531..538
x=720, y=1680..1694
x=492, y=99..111
x=576, y=507..517
x=650, y=1451..1462
x=543, y=709..711
x=642, y=569..591
x=561, y=246..272
x=555, y=954..964
x=697, y=1775..1777
x=668, y=1159..1181
x=658, y=1227..1242
x=505, y=57..68
x=630, y=560..574
x=456, y=501..527
y=1242, x=685..687
y=1744, x=687..694
x=675, y=249..271
x=487, y=124..127
x=671, y=1383..1392
y=1729, x=588..604
x=607, y=1734..1746
y=128, x=568..592
x=631, y=1769..1782
x=529, y=9..11
x=526, y=560..572
x=721, y=1812..1824
y=898, x=534..560
x=639, y=993..996
x=637, y=1833..1842
x=664, y=907..909
y=626, x=476..495
y=1111, x=528..534
x=477, y=892..902
x=704, y=962..965
x=453, y=1377..1403
x=634, y=1264..1267
x=493, y=1468..1476
x=465, y=40..61
y=1734, x=481..498
x=660, y=1365..1376
x=730, y=1214..1239
x=719, y=345..350
y=1019, x=482..495
x=511, y=786..797
x=636, y=434..440
x=523, y=1265..1267
y=102, x=612..630
y=1233, x=646..653
y=1319, x=648..667
y=233, x=489..527
x=681, y=972..990
x=586, y=414..430
x=651, y=316..337
x=533, y=831..845
y=980, x=574..583
x=492, y=249..251
y=73, x=458..480
x=660, y=167..189
x=639, y=1364..1376
x=505, y=427..434
x=570, y=384..411
x=548, y=319..323
y=480, x=610..637
y=1507, x=620..640
y=793, x=603..606
x=471, y=593..620
y=947, x=557..574
y=845, x=469..497
x=553, y=1239..1249
x=707, y=275..296
x=718, y=14..26
y=1367, x=543..559
y=113, x=718..725
x=527, y=1502..1522
x=677, y=1624..1627
y=1273, x=547..647
y=1004, x=597..602
y=369, x=626..632
y=1604, x=565..574
x=607, y=613..615
y=709, x=442..444
x=504, y=160..169
x=492, y=553..565
x=608, y=1577..1589
x=459, y=1608..1615
x=508, y=225..227
y=1062, x=553..569
y=235, x=675..700
y=1734, x=698..704
x=712, y=652..654
x=669, y=1034..1036
x=637, y=1452..1465
x=703, y=1526..1532
x=544, y=970..980
x=635, y=992..1000
x=455, y=1045..1068
x=442, y=683..709
y=980, x=544..547
y=729, x=653..673
x=659, y=1534..1544
x=481, y=11..24
y=652, x=503..522
x=644, y=570..591
y=251, x=492..494
x=675, y=908..909
y=1345, x=691..698
x=716, y=1786..1799
y=1336, x=640..654
x=601, y=382..387
y=1040, x=576..586
x=721, y=346..350
x=542, y=165..173
x=688, y=26..30
y=1003, x=693..703
y=271, x=613..616
x=619, y=1359..1387
y=1500, x=675..678
x=465, y=436..446
x=493, y=9..21
x=652, y=1719..1726
y=1694, x=702..720
y=882, x=492..552
x=700, y=255..273
y=205, x=569..580
x=668, y=998..1025
x=475, y=558..562
y=478, x=676..700
x=642, y=1435..1440
x=733, y=747..763
x=447, y=1082..1099
x=682, y=60..64
x=684, y=1643..1645
x=477, y=666..682
y=354, x=520..531
y=574, x=630..633
x=505, y=1494..1499
y=1087, x=539..565
x=620, y=1222..1233
y=71, x=672..690
x=567, y=952..960
y=994, x=707..718
x=639, y=1162..1170
x=448, y=1520..1525
x=683, y=561..579
x=627, y=1833..1842
x=709, y=1770..1780
x=531, y=1432..1439
x=713, y=369..374
y=234, x=629..634
y=1725, x=662..667
y=1421, x=675..682
x=664, y=1452..1462
x=685, y=1240..1242
y=1544, x=711..721
x=679, y=1033..1036
x=667, y=1536..1549
y=1668, x=549..557
x=454, y=131..155
x=533, y=663..676
x=569, y=1135..1147
x=511, y=1490..1510
x=706, y=521..531
x=633, y=560..574
x=556, y=788..795
x=611, y=656..663
x=574, y=955..964
y=326, x=536..556
y=700, x=668..693
x=518, y=147..151
y=875, x=612..615
x=537, y=604..616
y=1233, x=570..620
x=465, y=1389..1391
x=612, y=81..102
y=509, x=590..611
y=254, x=480..502
y=1462, x=625..631
x=712, y=691..712
y=1073, x=638..666
x=667, y=1130..1150
y=1169, x=555..607
x=535, y=729..731
y=612, x=546..549
x=659, y=389..397
x=703, y=998..1003
y=1170, x=445..465
x=538, y=557..568
y=1069, x=644..648
y=1192, x=441..451
x=634, y=865..882
y=1296, x=683..703
x=559, y=1788..1814
x=453, y=19..36
x=501, y=74..85
x=634, y=450..469
y=1189, x=459..486
y=1588, x=669..671
y=1064, x=644..648
x=629, y=226..234
y=24, x=481..501
x=534, y=692..694
x=521, y=319..345
y=1363, x=549..551
y=1119, x=597..601
x=709, y=1789..1802
x=524, y=1791..1794
y=1059, x=560..563
x=617, y=1432..1439
x=545, y=750..753
y=1413, x=589..604
x=553, y=1527..1549
x=646, y=1405..1418
x=678, y=1229..1249
x=477, y=698..715
x=712, y=1780..1781
x=683, y=1290..1296
x=574, y=1201..1218
x=549, y=126..132
x=732, y=324..340
y=858, x=572..577
y=1164, x=563..588
x=493, y=1491..1510
x=675, y=1500..1502
x=517, y=354..376
x=637, y=5..7
y=1765, x=458..463
y=781, x=544..566
y=711, x=541..543
y=1532, x=698..703
x=471, y=483..485
y=318, x=681..692
y=345, x=514..521
x=494, y=1606..1608
x=703, y=1172..1182
y=108, x=553..558
